CONTROLS,0.018077401,263,3.4130340725053836
USERS,0.015478254,119,1.322262904522613
INFORMATION,0.008197641,236,1.388832215362527
PARTIES,0.0058579305,70,0.29436836683417084
GUIDELINES,0.00472883,62,0.2104719741564968
ISO/IEC 17799:2005,0.004301589,9,0.027792032304379037
PARTY,0.004174954,136,0.4076049849246231
IMPLEMENTATION,0.0041478914,57,0.16972707092605885
DRAFT INTERNATIONAL STANDARDS,0.0033121216,1,0.002377689590811199
INFORMATION SECURITY,0.003260981,51,0.11938982842785356
SUBJECT,0.0029925304,9,0.019334367264895905
ORGANIZING INFORMATION SECURITY,0.0029835636,1,0.0021418259870782485
TERMS,0.0024568108,39,0.06878364766690596
SECURITY,0.00234006,590,0.9911237616654702
ORGANIZATION,0.0023222126,444,0.7401740089016511
INTERNATIONAL ELECTROTECHNICAL COMMISSION,0.0021233263,1,0.0015242830581478823
COMMITTEE,0.0021192376,14,0.021298870351758797
INFORMATION TECHNOLOGY,0.0020995478,16,0.024115409045226133
ACCESS CONTROL,0.0020738568,8,0.011910161091170136
APPROACH,0.0020137338,28,0.04047706130653266
CHANGES,0.001975175,111,0.1573901112706389
ASSETS,0.0019287947,135,0.18692554522613064
ACTIONS,0.0019267725,51,0.07054228104809762
SYSTEM,0.0018977431,423,0.5762708767408472
ACCESS,0.0018858165,378,0.5117291005025125
AGREEMENTS,0.0018038548,75,0.09712068198133525
ISO,0.0017186309,339,0.4182454236180905
ISO/IEC JTC 1,0.001612299,6,0.006944575735821966
BUSINESS CONTINUITY MANAGEMENT,0.0015787027,5,0.005666556712132088
MANAGERS,0.0015712975,14,0.015791934673366835
PUBLICATION,0.0015641204,3,0.003368529217516152
CONTRACTORS,0.0015518455,70,0.07798218592964824
REQUIREMENTS,0.0015505113,188,0.2092578064608758
ACTIVITIES,0.0015290235,68,0.074640055994257
INFORMATION SECURITY POLICY,0.0015159276,39,0.04244161981335248
EMPLOYMENT,0.0014464166,33,0.034265432735104094
INFORMATION SECURITY EVENT,0.0014454135,21,0.021790153266331658
STANDARD,0.0014330315,63,0.06481046984924624
RISK,0.0014215116,223,0.227564312132089
CODE,0.0014109367,11,0.011141639411342427
INFORMATION PROCESSING,0.0014070076,57,0.05757317530509692
CLAUSES,0.0013732405,13,0.012815596913137113
NOTE CONTROL,0.0013689043,0,0.0
SITUATION,0.0013624907,7,0.006846686934673368
SECURITY REQUIREMENTS,0.0012957092,25,0.023253933955491746
COMPLIANCE,0.0012711632,12,0.010950436755204594
ACTIVITY,0.0012708975,15,0.013685184852835605
INTEREST,0.001269497,10,0.009113402727925341
PRACTICE,0.0012400881,22,0.01958502383345298
SOURCE,0.0012347781,92,0.08155031241923906
MANAGEMENT ACTION,0.0012162044,2,0.0017461656855707105
ORGANIZATIONS,0.0011729009,23,0.019365915793251975
COMMITTEES,0.0011559695,5,0.004149208542713567
MEMBERS,0.0011532798,4,0.0033116433596554196
EMPLOYEES,0.0010911258,33,0.025848637042354627
MOBILE CODE,0.0010904524,1,0.0007828086145010768
PREREQUISITE,0.001071406,2,0.0015382713567839196
RISKS,0.0010690734,115,0.08825803374012922
PATENT RIGHTS,0.0010632233,4,0.0030530460875807606
ACCORDANCE,0.0010584544,46,0.03495255017946878
STANDARDIZATION,0.0010412303,2,0.0014949465900933238
PARTY ACCESS,0.0010244714,6,0.004412654989231874
RECORDS,0.001015823,34,0.02479395692749461
ISO/IEC 13335-1,0.0009951999,6,0.004286575305096914
ENVIRONMENT,0.0009638067,60,0.04151356927494616
DEVELOPMENT,0.0009542564,52,0.035621918736539845
MANAGEMENT,0.0009474739,260,0.1768436568557071
SYSTEMS,0.0009420503,198,0.13390233984206748
INTERCONNECTIVITY,0.000917418,1,0.0006585915290739412
BODIES,0.00091558194,9,0.00591546120603015
IMPLEMENTATION GUIDANCE,0.00082062045,163,0.09602378560660445
INFORMATION SECURITY CONTROLS,0.00080109714,1,0.0005750876812634601
PROCESS CONTROL,0.0007859993,1,0.0005642493180186647
LEGISLATION,0.00078006677,41,0.022959610603015077
CONTROL,0.00077888597,403,0.2253345627494616
INFORMATION SECURITY MANAGEMENT,0.0007725324,11,0.006100399425699928
CONTENT,0.00077201327,14,0.007758927336683416
CONTROL SECURITY,0.0007657088,4,0.0021987330940416365
